horizonte_dias,alvo_retorno,total_venda,total_neutro,total_compra,EV_Compra,EV_Venda,accuracy,venda_precision,venda_recall,venda_f1,neutro_precision,neutro_recall,neutro_f1,compra_precision,compra_recall,compra_f1,macro_avg_f1,weighted_avg_f1
1800,0.03,2733,0,4277,0.013165467625899277,-0.01530612244897959,0.7015384615384616,0.24489795918367346,0.03305785123966942,0.05825242718446602,0.0,0.0,0.0,0.7194244604316546,0.96051227321238,0.8226691042047533,0.2936405104630731,0.60922044746755
1800,0.05,2573,0,4437,0.026892430278884466,-0.034444444444444444,0.7476923076923077,0.15555555555555556,0.02356902356902357,0.04093567251461988,0.0,0.0,0.0,0.7689243027888446,0.9621136590229312,0.8547387068201948,0.29855812644493823,0.668816013598075
1800,0.07,2403,0,4607,0.04830670926517573,-0.04083333333333333,0.8215384615384616,0.20833333333333334,0.049019607843137254,0.07936507936507936,0.0,0.0,0.0,0.8450479233226837,0.9653284671532847,0.9011925042589438,0.3268525278746744,0.7722288160448296
1800,0.1,2281,0,4729,0.08705161854768154,-0.07961783439490447,0.8346153846153846,0.10191082802547771,0.17777777777777778,0.12955465587044535,0.0,0.0,0.0,0.9352580927384077,0.8834710743801653,0.9086272843178921,0.3460606467294458,0.854691486963838
1800,0.15,1548,0,5462,0.14116279069767443,-0.12000000000000001,0.9638461538461538,0.1,0.02564102564102564,0.04081632653061224,0.0,0.0,0.0,0.9705426356589147,0.992862807295797,0.9815758526068209,0.340797393045811,0.9533530668245346
1800,0.2,1112,0,5898,0.18768283294842186,-0.2,0.9684615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.9692070823710547,0.9992063492063492,0.9839781164517389,0.32799270548391296,0.9537018667147623
1800,0.25,847,0,6163,0.23653846153846153,-0.25,0.9730769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9730769230769231,1.0,0.98635477582846,0.32878492527615333,0.959799070325386
1800,0.3,645,0,6365,0.27415384615384614,-0.3,0.9569230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.9569230769230769,1.0,0.9779874213836478,0.3259958071278826,0.935858732462506
1800,0.4,445,390,6175,0.3417260490894696,-0.4,0.9184615384615384,0.0,0.0,0.0,0.6216216216216216,0.25274725274725274,0.359375,0.9271575613618369,0.9949022939677146,0.9598360655737705,0.4397370218579235,0.8941770570617906
1800,0.5,296,620,6094,0.44574290484140233,-0.5,0.92,0.0,0.0,0.0,0.6176470588235294,0.4921875,0.5478260869565217,0.9457429048414023,0.9667235494880546,0.9561181434599156,0.5013147434721458,0.9159170794349663
